Order_ID,Order_Date,Customer_ID,Product,Category,Region,Payment_Method,Shipping_Type,Quantity,Unit_Price,Discount,Sales,Profit,Rating,Order_Status
ORD100294,2024-10-25,CUST1536,T-Shirt,Fashion,West,Debit Card,Standard,2,6293.28,0.25,9439.93,755.23,3.9,Delivered
ORD102118,2024-10-25,CUST1543,Denim Jacket,Fashion,West,COD,Same Day,1,2498.55,0.15,2123.77,705.5,4.4,Delivered
ORD102342,2024-10-25,CUST1333,Cookware Set,Home & Kitchen,Central,Credit Card,Express,2,17601.97,0.15,29923.35,6757.9,3.7,Delivered
ORD102774,2024-10-25,CUST1338,Wireless Headphones,Electronics,West,COD,Express,1,43087.26,0.15,36624.17,9331.22,3.4,Delivered
ORD100028,2024-10-25,CUST1113,Skincare Kit,Beauty,West,Debit Card,Standard,2,3121.29,0.05,5930.45,1588.83,4.7,Delivered
ORD100056,2024-10-25,CUST1423,Running Shoes,Fashion,Central,Credit Card,Standard,3,7981.78,0.0,23945.33,9253.13,4.9,Delivered
ORD100806,2024-10-25,CUST1444,Backpack,Fashion,West,UPI,Standard,1,5636.73,0.15,4791.22,1590.04,4.4,Delivered
ORD101576,2024-10-26,CUST1198,Backpack,Fashion,North,COD,Standard,1,4160.87,0.05,3952.83,505.55,4.8,Delivered
ORD100982,2024-10-26,CUST1502,Perfume,Beauty,Central,Net Banking,Express,4,3315.42,0.0,13261.69,4034.03,4.9,Delivered
ORD103476,2024-10-26,CUST1475,Makeup Set,Beauty,East,COD,Standard,2,941.59,0.1,1694.87,486.9,4.7,Delivered
ORD100878,2024-10-26,CUST1100,Cricket Bat,Sports,Central,Credit Card,Express,2,11173.96,0.1,20113.14,2390.56,3.1,Returned
ORD100330,2024-10-26,CUST1539,Denim Jacket,Fashion,North,COD,Standard,2,6286.64,0.05,11944.62,4171.84,2.7,Delivered
ORD100228,2024-10-26,CUST1205,Makeup Set,Beauty,North,Debit Card,Same Day,1,6937.55,0.1,6243.79,1593.98,4.0,Cancelled
ORD103065,2024-10-27,CUST1166,Casual Sneakers,Fashion,Central,Net Banking,Standard,2,1586.6,0.1,2855.89,847.98,2.9,Delivered
ORD100991,2024-10-27,CUST1119,Dumbbells,Sports,Central,COD,Standard,1,10797.23,0.15,9177.65,2304.59,3.2,Delivered
ORD101322,2024-10-27,CUST1546,Running Shoes,Fashion,North,Credit Card,Same Day,2,7627.55,0.1,13729.58,4396.5,2.7,Cancelled
ORD101496,2024-10-28,CUST1449,Wireless Headphones,Electronics,North,Debit Card,Same Day,1,26737.45,0.15,22726.83,6952.29,3.9,Delivered
ORD102403,2024-10-28,CUST1467,Makeup Set,Beauty,East,Net Banking,Express,4,1699.46,0.0,6797.86,1651.54,3.7,Delivered
ORD101663,2024-10-29,CUST1502,Storage Organizer,Home & Kitchen,Central,COD,Standard,1,2363.49,0.2,1890.79,416.34,4.4,Delivered
ORD101996,2024-10-29,CUST1463,Football,Sports,Central,UPI,Express,1,1188.74,0.2,950.99,108.32,3.5,Delivered
ORD102334,2024-10-29,CUST1154,Casual Sneakers,Fashion,West,Net Banking,Express,1,7323.93,0.05,6957.74,1922.64,3.7,Delivered
ORD101221,2024-10-29,CUST1499,Denim Jacket,Fashion,West,UPI,Express,2,7223.15,0.2,11557.04,-567.08,3.9,Delivered
ORD101624,2024-10-29,CUST1070,T-Shirt,Fashion,South,COD,Standard,1,1494.37,0.15,1270.22,297.67,3.7,Delivered
ORD102251,2024-10-29,CUST1131,Air Fryer,Home & Kitchen,South,UPI,Same Day,4,13427.91,0.15,45654.89,9282.8,4.9,Delivered
ORD100761,2024-10-29,CUST1122,Yoga Mat,Sports,Central,Credit Card,Express,4,9249.33,0.0,36997.31,10331.31,3.9,Delivered
ORD103145,2024-10-29,CUST1425,Power Bank,Electronics,Central,UPI,Same Day,2,4629.44,0.15,7870.04,1711.55,4.7,Delivered
ORD101839,2024-10-29,CUST1281,Cookware Set,Home & Kitchen,West,COD,Standard,1,13444.07,0.1,12099.66,4096.73,2.3,Delivered
ORD100131,2024-10-29,CUST1328,Football,Sports,West,Debit Card,Standard,1,9996.31,0.2,7997.05,2078.46,4.9,Delivered
ORD100654,2024-10-29,CUST1137,Casual Sneakers,Fashion,North,UPI,Standard,1,4657.6,0.15,3958.96,367.12,4.0,Delivered
ORD100033,2024-10-30,CUST1594,Wireless Headphones,Electronics,North,Credit Card,Standard,2,14168.23,0.2,22669.17,-553.18,3.6,Delivered
ORD100455,2024-10-30,CUST1566,Casual Sneakers,Fashion,East,Net Banking,Express,3,2372.71,0.1,6406.32,1952.23,4.2,Delivered
ORD100754,2024-10-30,CUST1206,Face Serum,Beauty,East,Net Banking,Standard,2,6121.6,0.05,11631.04,2024.01,3.2,Delivered
ORD102585,2024-10-30,CUST1459,Face Serum,Beauty,Central,Net Banking,Standard,2,4041.11,0.1,7274.0,2414.7,3.3,Delivered
ORD100329,2024-10-30,CUST1091,Casual Sneakers,Fashion,East,UPI,Standard,1,3844.88,0.2,3075.9,390.07,3.8,Delivered
ORD100112,2024-10-30,CUST1366,Backpack,Fashion,West,UPI,Standard,1,2567.27,0.0,2567.27,1133.76,4.6,Delivered
ORD101364,2024-10-30,CUST1528,T-Shirt,Fashion,East,Debit Card,Same Day,2,7103.74,0.05,13497.11,2782.81,3.6,Delivered
ORD100307,2024-10-30,CUST1094,Casual Sneakers,Fashion,West,Credit Card,Standard,1,7536.29,0.0,7536.29,1996.08,2.8,Delivered
ORD101937,2024-10-30,CUST1008,Laptop Stand,Electronics,North,COD,Standard,1,34264.79,0.1,30838.31,6130.79,4.0,Delivered
ORD101257,2024-10-30,CUST1081,Yoga Mat,Sports,South,Credit Card,Express,1,3914.1,0.2,3131.28,75.94,3.3,Delivered
ORD102030,2024-10-31,CUST1355,Air Fryer,Home & Kitchen,South,Net Banking,Standard,4,5156.83,0.15,17533.24,744.28,3.0,Delivered
ORD101083,2024-10-31,CUST1425,Dumbbells,Sports,East,UPI,Standard,1,11951.35,0.0,11951.35,2294.59,4.6,Delivered
ORD103175,2024-10-31,CUST1530,Laptop Stand,Electronics,West,Credit Card,Standard,1,37176.08,0.05,35317.27,10713.77,3.8,Delivered
ORD101564,2024-10-31,CUST1309,Resistance Bands,Sports,South,Debit Card,Standard,2,4825.82,0.05,9169.07,3603.33,3.8,Returned
ORD100157,2024-10-31,CUST1554,Mixer Grinder,Home & Kitchen,Central,UPI,Standard,4,7248.39,0.15,24644.52,836.49,3.5,Delivered
ORD101128,2024-10-31,CUST1458,Bluetooth Speaker,Electronics,West,UPI,Express,2,11068.3,0.0,22136.6,4348.5,4.1,Delivered
ORD101002,2024-11-01,CUST1599,Backpack,Fashion,South,Debit Card,Standard,1,6529.44,0.05,6202.97,1964.55,3.8,Cancelled
ORD100133,2024-11-01,CUST1457,Cookware Set,Home & Kitchen,East,Credit Card,Standard,2,16256.13,0.2,26009.8,4979.16,5.0,Delivered
ORD101974,2024-11-01,CUST1035,Denim Jacket,Fashion,South,COD,Standard,3,2376.4,0.1,6416.28,2308.7,3.5,Delivered
ORD102425,2024-11-02,CUST1061,Smart Watch,Electronics,West,Credit Card,Standard,1,34617.48,0.1,31155.73,9852.23,5.0,Delivered
ORD101386,2024-11-02,CUST1415,Smart Watch,Electronics,Central,UPI,Standard,1,32365.59,0.05,30747.31,8838.1,4.7,Delivered
ORD102603,2024-11-03,CUST1059,Hair Dryer,Beauty,South,Debit Card,Standard,1,6551.55,0.2,5241.24,1303.1,3.8,Delivered
ORD102061,2024-11-03,CUST1071,Mixer Grinder,Home & Kitchen,Central,Debit Card,Standard,2,14200.34,0.05,26980.66,4097.37,3.9,Delivered
ORD101411,2024-11-03,CUST1323,Mixer Grinder,Home & Kitchen,East,Credit Card,Express,3,6517.73,0.1,17597.88,2339.47,4.2,Delivered
ORD102882,2024-11-03,CUST1365,Denim Jacket,Fashion,West,Net Banking,Express,1,1560.57,0.1,1404.52,491.43,3.4,Delivered
ORD103214,2024-11-03,CUST1561,Backpack,Fashion,West,Credit Card,Express,2,7077.07,0.05,13446.44,3118.86,2.9,Delivered
ORD101433,2024-11-03,CUST1497,Mixer Grinder,Home & Kitchen,West,COD,Express,2,13665.62,0.05,25964.67,8430.92,3.2,Delivered
ORD102633,2024-11-03,CUST1246,Coffee Maker,Home & Kitchen,South,Net Banking,Standard,1,4987.07,0.1,4488.37,1215.06,3.5,Delivered
ORD103032,2024-11-04,CUST1300,Face Serum,Beauty,West,UPI,Same Day,2,2906.26,0.15,4940.64,230.81,3.3,Delivered
ORD102435,2024-11-04,CUST1171,Denim Jacket,Fashion,East,Net Banking,Same Day,1,8844.89,0.15,7518.15,1554.4,3.0,Delivered
ORD102687,2024-11-04,CUST1579,Air Fryer,Home & Kitchen,Central,Debit Card,Standard,1,8871.95,0.1,7984.75,1171.4,3.4,Delivered
ORD103447,2024-11-04,CUST1246,Perfume,Beauty,North,Net Banking,Standard,3,5374.09,0.05,15316.15,5511.61,4.3,Delivered
ORD103258,2024-11-04,CUST1179,Air Fryer,Home & Kitchen,South,Net Banking,Standard,1,4810.95,0.1,4329.86,1167.6,3.2,Delivered
ORD100078,2024-11-04,CUST1529,Hair Dryer,Beauty,North,Debit Card,Standard,2,4432.21,0.05,8421.2,1399.46,5.0,Delivered
ORD101188,2024-11-05,CUST1005,Dumbbells,Sports,West,Debit Card,Standard,1,6278.85,0.05,5964.91,1995.0,4.0,Delivered
ORD100979,2024-11-05,CUST1323,Resistance Bands,Sports,East,COD,Express,1,1813.45,0.1,1632.11,511.87,3.4,Returned
ORD100705,2024-11-05,CUST1485,Hair Dryer,Beauty,East,Net Banking,Standard,1,2680.43,0.0,2680.43,601.98,3.6,Delivered
ORD100130,2024-11-05,CUST1279,Bluetooth Speaker,Electronics,East,UPI,Express,3,31147.21,0.15,79425.38,12662.2,5.0,Delivered
ORD102401,2024-11-05,CUST1093,Power Bank,Electronics,West,UPI,Standard,3,22451.61,0.1,60619.33,7925.2,2.7,Delivered
ORD101028,2024-11-05,CUST1267,Bluetooth Speaker,Electronics,Central,Net Banking,Standard,2,35286.01,0.0,70572.03,23959.79,3.8,Delivered
ORD102655,2024-11-05,CUST1367,Laptop Stand,Electronics,West,Credit Card,Express,1,45819.57,0.2,36655.65,314.25,4.3,Delivered
ORD100125,2024-11-05,CUST1446,Denim Jacket,Fashion,Central,COD,Standard,3,6504.51,0.0,19513.54,4156.94,4.7,Delivered
ORD100436,2024-11-06,CUST1315,Coffee Maker,Home & Kitchen,North,Credit Card,Express,1,2505.68,0.15,2129.83,34.23,2.8,Delivered
ORD102646,2024-11-06,CUST1324,Skincare Kit,Beauty,East,UPI,Standard,1,4551.44,0.25,3413.58,-357.32,3.3,Delivered
ORD102797,2024-11-06,CUST1516,Denim Jacket,Fashion,South,UPI,Standard,2,8376.74,0.0,16753.49,2909.27,4.1,Delivered
ORD102856,2024-11-06,CUST1419,Storage Organizer,Home & Kitchen,West,Debit Card,Standard,1,3713.74,0.15,3156.68,543.82,4.1,Delivered
ORD101671,2024-11-06,CUST1268,Running Shoes,Fashion,South,Credit Card,Standard,1,6598.41,0.1,5938.57,1058.22,3.3,Delivered
ORD102579,2024-11-06,CUST1382,Football,Sports,North,Credit Card,Same Day,1,1264.43,0.05,1201.21,338.01,4.7,Delivered
ORD103143,2024-11-06,CUST1261,Mixer Grinder,Home & Kitchen,North,Credit Card,Express,1,9838.06,0.2,7870.45,2139.08,3.0,Delivered
ORD102302,2024-11-07,CUST1263,Skincare Kit,Beauty,South,Net Banking,Standard,1,4444.09,0.0,4444.09,1282.16,3.4,Delivered
ORD101543,2024-11-07,CUST1338,Air Fryer,Home & Kitchen,Central,UPI,Express,1,8339.52,0.2,6671.61,177.66,3.5,Cancelled
ORD101727,2024-11-07,CUST1464,Laptop Stand,Electronics,South,UPI,Same Day,4,20250.1,0.0,81000.4,24906.51,3.5,Delivered
ORD100115,2024-11-07,CUST1269,Running Shoes,Fashion,Central,Credit Card,Same Day,1,6131.49,0.1,5518.34,1946.23,3.2,Returned
ORD102891,2024-11-07,CUST1233,Casual Sneakers,Fashion,East,Net Banking,Same Day,1,7472.58,0.05,7098.95,2168.44,3.7,Delivered
ORD102198,2024-11-08,CUST1432,Dumbbells,Sports,South,Net Banking,Express,3,1334.34,0.05,3802.86,1068.2,5.0,Delivered
ORD100287,2024-11-08,CUST1013,Laptop Stand,Electronics,North,COD,Standard,1,11068.59,0.0,11068.59,3293.46,4.2,Returned
ORD103235,2024-11-08,CUST1389,Yoga Mat,Sports,South,Net Banking,Express,1,8042.33,0.15,6835.98,1333.92,4.5,Delivered
ORD103234,2024-11-08,CUST1198,Wireless Headphones,Electronics,West,UPI,Standard,1,15602.37,0.2,12481.9,1642.35,3.0,Delivered
ORD100569,2024-11-08,CUST1061,Smart Watch,Electronics,Central,COD,Standard,3,15352.02,0.0,46056.05,9436.93,3.7,Delivered
ORD101454,2024-11-08,CUST1226,Laptop Stand,Electronics,North,COD,Standard,1,37605.99,0.05,35725.69,10152.14,4.2,Returned
ORD101758,2024-11-08,CUST1402,Coffee Maker,Home & Kitchen,South,Credit Card,Same Day,1,16761.16,0.25,12570.87,-790.36,3.4,Delivered
ORD100707,2024-11-09,CUST1563,Smart Watch,Electronics,East,Net Banking,Standard,3,50693.6,0.15,129268.69,27398.15,4.1,Cancelled
ORD100921,2024-11-09,CUST1600,Laptop Stand,Electronics,South,UPI,Standard,1,2809.85,0.15,2388.38,537.45,3.6,Delivered
ORD100977,2024-11-09,CUST1222,Wireless Headphones,Electronics,Central,UPI,Standard,1,31754.16,0.0,31754.16,14070.61,3.1,Delivered
ORD101630,2024-11-09,CUST1194,Cookware Set,Home & Kitchen,East,COD,Express,1,7696.02,0.0,7696.02,2918.01,3.5,Delivered
ORD101343,2024-11-10,CUST1119,Mixer Grinder,Home & Kitchen,South,Net Banking,Standard,3,2648.89,0.05,7549.34,2548.46,5.0,Delivered
ORD101896,2024-11-10,CUST1567,Mixer Grinder,Home & Kitchen,South,Debit Card,Standard,1,7846.76,0.15,6669.75,1303.0,2.9,Delivered
ORD102246,2024-11-10,CUST1260,Bluetooth Speaker,Electronics,East,COD,Same Day,2,35717.17,0.05,67862.62,18469.47,3.4,Delivered
ORD101764,2024-11-10,CUST1500,Coffee Maker,Home & Kitchen,South,Debit Card,Express,1,2240.93,0.05,2128.89,486.2,4.4,Delivered
ORD100128,2024-11-10,CUST1508,Casual Sneakers,Fashion,Central,Net Banking,Express,1,8639.91,0.1,7775.91,2349.73,3.4,Delivered
ORD102736,2024-11-10,CUST1487,Mixer Grinder,Home & Kitchen,North,COD,Same Day,4,8454.66,0.05,32127.69,9380.73,3.4,Delivered
ORD100534,2024-11-11,CUST1256,Power Bank,Electronics,South,Debit Card,Express,1,24074.72,0.0,24074.72,4876.93,5.0,Delivered
ORD102560,2024-11-11,CUST1282,Casual Sneakers,Fashion,West,Net Banking,Same Day,1,7469.13,0.15,6348.76,1732.94,3.9,Delivered
ORD102529,2024-11-11,CUST1168,Power Bank,Electronics,South,COD,Standard,1,16269.86,0.1,14642.87,4741.37,4.0,Returned
ORD103226,2024-11-12,CUST1519,Power Bank,Electronics,West,UPI,Standard,1,23584.14,0.25,17688.1,2953.02,3.9,Delivered
ORD100227,2024-11-12,CUST1317,Power Bank,Electronics,South,Credit Card,Express,1,52938.57,0.2,42350.86,9983.15,3.6,Delivered
ORD102625,2024-11-12,CUST1147,Storage Organizer,Home & Kitchen,West,COD,Express,3,17085.65,0.05,48694.09,12400.36,5.0,Delivered
ORD100929,2024-11-12,CUST1554,Laptop Stand,Electronics,West,Debit Card,Same Day,2,28615.65,0.05,54369.73,21665.1,5.0,Delivered
ORD100596,2024-11-12,CUST1322,Running Shoes,Fashion,South,UPI,Standard,2,2374.16,0.1,4273.49,1088.84,3.4,Delivered
ORD101626,2024-11-12,CUST1149,Storage Organizer,Home & Kitchen,South,Debit Card,Standard,1,2917.83,0.1,2626.05,356.51,2.9,Delivered
ORD103136,2024-11-13,CUST1059,Power Bank,Electronics,West,Credit Card,Standard,1,10617.99,0.0,10617.99,4726.58,3.0,Delivered
ORD100265,2024-11-13,CUST1245,Hair Dryer,Beauty,North,COD,Express,1,2509.3,0.0,2509.3,733.46,4.0,Delivered
ORD102678,2024-11-13,CUST1480,Cookware Set,Home & Kitchen,South,Net Banking,Standard,1,5776.57,0.15,4910.09,673.29,3.9,Delivered
ORD100676,2024-11-13,CUST1183,Running Shoes,Fashion,South,COD,Express,3,732.66,0.1,1978.19,152.33,4.2,Delivered
ORD102728,2024-11-13,CUST1003,Storage Organizer,Home & Kitchen,West,Net Banking,Same Day,1,5689.67,0.0,5689.67,1930.69,4.2,Delivered
ORD101759,2024-11-13,CUST1145,Wireless Headphones,Electronics,North,UPI,Express,1,13438.21,0.1,12094.39,879.48,3.8,Delivered
ORD100423,2024-11-13,CUST1251,Cricket Bat,Sports,East,Debit Card,Express,2,6206.82,0.0,12413.64,3601.95,3.5,Delivered
ORD102718,2024-11-13,CUST1015,Bluetooth Speaker,Electronics,Central,Net Banking,Express,1,45608.73,0.15,38767.42,12234.21,3.6,Delivered
ORD102752,2024-11-14,CUST1166,Mixer Grinder,Home & Kitchen,South,COD,Standard,3,6024.34,0.1,16265.71,3727.67,2.5,Delivered
ORD103074,2024-11-14,CUST1083,Mixer Grinder,Home & Kitchen,North,UPI,Same Day,1,6775.65,0.1,6098.09,1543.38,4.6,Delivered
ORD102122,2024-11-14,CUST1121,Running Shoes,Fashion,Central,COD,Same Day,1,7468.82,0.2,5975.06,-274.67,4.6,Delivered
ORD101160,2024-11-14,CUST1500,Running Shoes,Fashion,South,Credit Card,Express,1,5361.83,0.0,5361.83,1746.45,3.4,Delivered
ORD103377,2024-11-14,CUST1005,Air Fryer,Home & Kitchen,South,Credit Card,Express,2,16738.59,0.2,26781.74,2132.18,3.4,Delivered
ORD102547,2024-11-15,CUST1343,Laptop Stand,Electronics,West,Net Banking,Standard,2,8924.76,0.15,15172.08,2033.99,4.0,Delivered
ORD102036,2024-11-15,CUST1034,Storage Organizer,Home & Kitchen,Central,Debit Card,Express,4,14190.91,0.2,45410.9,13934.84,4.0,Delivered
ORD101857,2024-11-15,CUST1448,Storage Organizer,Home & Kitchen,Central,Credit Card,Standard,3,1236.09,0.05,3522.86,984.57,4.4,Delivered
ORD100241,2024-11-15,CUST1182,Smart Watch,Electronics,South,Debit Card,Standard,2,40125.42,0.0,80250.85,33335.47,4.5,Delivered
ORD101627,2024-11-15,CUST1310,Bluetooth Speaker,Electronics,Central,Credit Card,Standard,1,16301.49,0.05,15486.42,6050.85,4.6,Returned
ORD101790,2024-11-15,CUST1498,Coffee Maker,Home & Kitchen,Central,Debit Card,Express,1,1154.87,0.05,1097.13,332.69,4.5,Delivered
ORD101117,2024-11-16,CUST1359,Casual Sneakers,Fashion,South,COD,Standard,4,5443.47,0.25,16330.4,3620.72,5.0,Delivered
ORD101414,2024-11-16,CUST1467,Mixer Grinder,Home & Kitchen,North,COD,Express,1,13810.35,0.05,13119.83,2978.17,4.8,Delivered
ORD102189,2024-11-16,CUST1126,Resistance Bands,Sports,West,Debit Card,Express,4,5610.28,0.15,19074.96,464.81,3.1,Delivered
ORD102463,2024-11-16,CUST1167,Coffee Maker,Home & Kitchen,North,UPI,Standard,2,17226.45,0.1,31007.61,7961.77,3.6,Returned
ORD101155,2024-11-17,CUST1119,Football,Sports,Central,Debit Card,Standard,1,7509.83,0.15,6383.36,1270.49,4.7,Delivered
ORD101832,2024-11-17,CUST1235,Bluetooth Speaker,Electronics,North,Net Banking,Standard,1,40263.8,0.1,36237.42,11417.83,4.4,Delivered
ORD102344,2024-11-17,CUST1525,Coffee Maker,Home & Kitchen,West,Credit Card,Standard,1,17214.0,0.05,16353.3,2826.58,4.6,Delivered
ORD100259,2024-11-17,CUST1337,Laptop Stand,Electronics,North,Net Banking,Express,1,2886.35,0.15,2453.4,669.06,4.7,Delivered
ORD100984,2024-11-17,CUST1282,Cricket Bat,Sports,West,Debit Card,Express,1,9657.77,0.0,9657.77,2640.26,2.5,Delivered
ORD102234,2024-11-17,CUST1391,Smart Watch,Electronics,North,UPI,Standard,2,35104.95,0.15,59678.42,1653.76,4.0,Delivered
ORD100965,2024-11-17,CUST1057,Wireless Headphones,Electronics,West,Credit Card,Standard,1,27285.86,0.05,25921.57,3822.02,4.3,Delivered
ORD100785,2024-11-17,CUST1461,Wireless Headphones,Electronics,Central,COD,Express,3,26039.67,0.1,70307.11,22112.75,5.0,Delivered
ORD102559,2024-11-18,CUST1227,Resistance Bands,Sports,West,COD,Standard,1,11818.94,0.15,10046.1,3030.3,4.8,Delivered
ORD101545,2024-11-18,CUST1221,Resistance Bands,Sports,East,COD,Express,2,10172.47,0.1,18310.45,3125.58,3.5,Delivered
ORD100697,2024-11-18,CUST1075,Cricket Bat,Sports,Central,Net Banking,Standard,1,1259.15,0.15,1070.28,73.37,3.7,Delivered
ORD102064,2024-11-18,CUST1056,Football,Sports,North,UPI,Same Day,1,1733.92,0.15,1473.83,173.98,3.8,Delivered
ORD101422,2024-11-18,CUST1333,Cookware Set,Home & Kitchen,West,COD,Standard,1,16359.54,0.15,13905.61,2570.61,4.1,Delivered
ORD101317,2024-11-18,CUST1198,Backpack,Fashion,Central,Credit Card,Standard,2,1230.63,0.15,2092.07,397.18,4.9,Delivered
ORD102946,2024-11-18,CUST1174,T-Shirt,Fashion,West,Credit Card,Same Day,1,1803.48,0.1,1623.13,313.66,4.1,Delivered
ORD100980,2024-11-18,CUST1281,Air Fryer,Home & Kitchen,South,Debit Card,Standard,1,11646.12,0.05,11063.81,3232.99,4.0,Delivered
ORD100914,2024-11-19,CUST1295,Coffee Maker,Home & Kitchen,Central,Net Banking,Standard,1,774.22,0.2,619.38,174.43,4.0,Delivered
ORD101395,2024-11-19,CUST1243,Running Shoes,Fashion,East,Credit Card,Express,1,3967.27,0.25,2975.45,-144.39,3.5,Delivered
ORD100269,2024-11-19,CUST1201,Backpack,Fashion,South,Net Banking,Standard,1,5132.69,0.0,5132.69,931.97,3.8,Cancelled
ORD100547,2024-11-19,CUST1149,Mixer Grinder,Home & Kitchen,North,Debit Card,Standard,2,9862.66,0.05,18739.05,4701.3,4.2,Delivered
ORD100687,2024-11-20,CUST1129,Wireless Headphones,Electronics,West,COD,Standard,2,31081.91,0.1,55947.45,6044.17,3.7,Returned
ORD101607,2024-11-20,CUST1571,Storage Organizer,Home & Kitchen,West,COD,Standard,3,9795.78,0.0,29387.35,13219.27,3.7,Delivered
ORD102965,2024-11-20,CUST1311,Resistance Bands,Sports,North,Debit Card,Standard,2,8614.17,0.1,15505.5,2563.63,4.0,Delivered
ORD101643,2024-11-21,CUST1335,Football,Sports,South,UPI,Standard,4,9542.99,0.05,36263.36,8786.95,4.6,Returned
ORD100519,2024-11-21,CUST1413,Perfume,Beauty,North,COD,Standard,3,3931.45,0.15,10025.2,2890.31,4.8,Returned
ORD102675,2024-11-21,CUST1273,Dumbbells,Sports,North,COD,Express,2,10997.5,0.05,20895.26,4628.24,5.0,Delivered
ORD101653,2024-11-21,CUST1419,Wireless Headphones,Electronics,North,Net Banking,Standard,1,35521.45,0.15,30193.23,8283.39,3.4,Delivered
ORD101349,2024-11-21,CUST1541,Perfume,Beauty,North,Debit Card,Express,2,971.77,0.2,1554.83,381.31,4.1,Delivered
ORD100664,2024-11-22,CUST1429,Denim Jacket,Fashion,North,Credit Card,Standard,1,2838.74,0.2,2270.99,110.66,3.8,Delivered
ORD103414,2024-11-22,CUST1120,Skincare Kit,Beauty,South,Credit Card,Standard,2,2933.33,0.1,5279.99,1116.18,4.8,Delivered
ORD100467,2024-11-22,CUST1146,Wireless Headphones,Electronics,North,COD,Express,3,30824.59,0.2,73979.01,2260.96,3.6,Delivered
ORD100454,2024-11-22,CUST1356,Wireless Headphones,Electronics,Central,Credit Card,Standard,4,54489.21,0.1,196161.14,68053.56,3.7,Delivered
ORD101504,2024-11-22,CUST1464,Power Bank,Electronics,West,UPI,Standard,1,31251.78,0.1,28126.61,9372.68,3.5,Delivered
ORD102613,2024-11-22,CUST1371,Resistance Bands,Sports,South,Net Banking,Standard,3,5175.79,0.15,13198.27,2721.48,3.3,Delivered
ORD100530,2024-11-23,CUST1326,Backpack,Fashion,North,Credit Card,Standard,5,2743.41,0.15,11659.48,631.87,5.0,Delivered
ORD102972,2024-11-23,CUST1270,Football,Sports,Central,UPI,Express,2,4055.22,0.15,6893.88,381.69,3.4,Delivered
ORD102444,2024-11-23,CUST1153,Smart Watch,Electronics,West,Debit Card,Express,1,3812.46,0.15,3240.59,135.98,3.0,Delivered
ORD103018,2024-11-23,CUST1117,Smart Watch,Electronics,South,Credit Card,Standard,1,53105.0,0.2,42484.0,3661.79,5.0,Delivered
ORD101187,2024-11-23,CUST1173,Air Fryer,Home & Kitchen,South,UPI,Standard,1,13098.04,0.2,10478.43,3250.99,4.2,Delivered
ORD100719,2024-11-23,CUST1098,Casual Sneakers,Fashion,East,Debit Card,Standard,1,2431.13,0.0,2431.13,802.57,4.8,Returned
ORD103006,2024-11-23,CUST1570,Football,Sports,South,UPI,Express,1,2342.39,0.15,1991.03,142.4,4.5,Delivered
ORD100393,2024-11-23,CUST1121,Running Shoes,Fashion,West,Debit Card,Standard,1,2243.22,0.2,1794.57,255.12,4.4,Delivered
ORD101579,2024-11-24,CUST1306,Face Serum,Beauty,North,UPI,Standard,3,2803.13,0.0,8409.39,2526.4,5.0,Delivered
ORD103302,2024-11-24,CUST1317,Denim Jacket,Fashion,West,Debit Card,Express,1,8392.54,0.05,7972.91,2747.41,4.4,Delivered
ORD102023,2024-11-24,CUST1552,Backpack,Fashion,East,COD,Same Day,2,4563.83,0.15,7758.51,149.73,3.7,Delivered
ORD101047,2024-11-24,CUST1506,Mixer Grinder,Home & Kitchen,Central,Net Banking,Standard,1,14679.48,0.15,12477.56,1376.72,4.1,Delivered
ORD103422,2024-11-24,CUST1283,Coffee Maker,Home & Kitchen,East,Debit Card,Express,1,10565.08,0.15,8980.32,846.55,4.4,Returned
ORD101763,2024-11-25,CUST1298,Yoga Mat,Sports,West,Credit Card,Same Day,1,4278.51,0.05,4064.59,1604.31,4.6,Delivered
ORD103346,2024-11-25,CUST1066,Laptop Stand,Electronics,East,UPI,Standard,2,37070.35,0.1,66726.64,12440.33,4.9,Delivered
ORD100966,2024-11-25,CUST1480,Bluetooth Speaker,Electronics,East,Net Banking,Same Day,2,15610.79,0.25,23416.19,4118.86,4.1,Delivered
ORD102413,2024-11-25,CUST1095,Air Fryer,Home & Kitchen,Central,Debit Card,Standard,1,14830.12,0.0,14830.12,5689.7,3.9,Delivered
ORD100493,2024-11-25,CUST1172,Storage Organizer,Home & Kitchen,North,Debit Card,Express,3,5463.61,0.0,16390.84,3599.86,4.2,Returned
ORD100136,2024-11-25,CUST1325,Perfume,Beauty,North,COD,Standard,1,1612.46,0.05,1531.83,516.01,3.3,Delivered
ORD101872,2024-11-26,CUST1217,Power Bank,Electronics,North,Debit Card,Standard,3,41873.61,0.15,106777.71,19251.74,3.6,Delivered
ORD102212,2024-11-26,CUST1279,Yoga Mat,Sports,North,UPI,Express,1,7515.07,0.1,6763.56,1281.77,3.6,Delivered
ORD100624,2024-11-26,CUST1474,Football,Sports,South,Net Banking,Standard,4,6284.23,0.2,20109.54,2365.78,3.7,Delivered
ORD101524,2024-11-26,CUST1524,Casual Sneakers,Fashion,North,Debit Card,Same Day,2,7573.49,0.0,15146.99,4413.74,4.0,Delivered
ORD101567,2024-11-26,CUST1010,Storage Organizer,Home & Kitchen,East,Credit Card,Express,1,13840.05,0.15,11764.04,275.5,4.8,Delivered
